sysname	name	chr	posup	posdown	strand	control	type	alias	numPro	numTer	numSyn	numMiS	numNoS	Varelse	LocQTLLOD	info
YBR263W	SHM1	2	736264	737736	W	Verified	ORF	glycine hydroxymethyltransferase SHM1|TMP3|SHMT1	0	0	1	0	0	0	0	Mitochondrial serine hydroxymethyltransferase; converts serine to glycine plus 5,10 methylenetetrahydrofolate; involved in generating precursors for purine, pyrimidine, amino acid, and lipid biosynthesis; reverse reaction generates serine
YBR264C	YPT10	2	737770	738369	C	Verified	ORF	Rab family GTPase YPT10	0	1	0	0	0	0	0	Rab family GTP-binding protein; contains the PEST signal sequence specific for proteolytic enzymes; may be involved in vesicular transport; overexpression leads to accumulation of Golgi-like cisternae with budding vesicles
YBR265W	TSC10	2	738582	739544	W	Verified	ORF	3-dehydrosphinganine reductase	0	0	0	0	0	0	0	3-ketosphinganine reductase; catalyzes the second step in phytosphingosine synthesis; essential for growth in the absence of exogenous dihydrosphingosine or phytosphingosine; localized to lipid droplets; member of short chain dehydrogenase/reductase protein family
YBR267W	REI1	2	739841	741022	W	Verified	ORF		0	0	1	1	0	0	0	Cytoplasmic pre-60S factor; required for the correct recycling of shuttling factors Alb1, Arx1 and Tif6 at the end of the ribosomal large subunit biogenesis; involved in bud growth in the mitotic signaling network
YBR266C	SLM6	2	739936	740388	C	Dubious	ORF		0	1	0	0	0	0	0	Protein with a potential role in actin cytoskeleton organization; gene exhibits synthetic genetic interaction with MSS4 encoding phosphatidylinositol 4-phosphate kinase
YBR268W	MRPL37	2	741299	741616	W	Verified	ORF	mitochondrial 54S ribosomal protein YmL37|YmL37	1	0	0	1	0	0	0	Mitochondrial ribosomal protein of the large subunit
ARS224		2	741681	741797			ARS	ARSII-742								Autonomously Replicating Sequence
YBR269C	SDH8	2	742160	742576	C	Verified	ORF	FMP21	0	0	0	0	0	0	6.13848994293611	Protein required for assembly of succinate dehydrogenase; interacts with flavinylated Sdh1p and may function as a chaperone for free Sdh1p, protecting its FAD cofactor from redox reactions before assembly of the complex; soluble protein of the mitochondrial matrix; respiratory defect of null mutant is functionally complemented by Drosophila and human orthologs
YBR270C	BIT2	2	742761	744398	C	Verified	ORF		0	3	3	1	0	0	20.368113264279	Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p, homologous PH domain-containing TORC2 substrates; BIT2 has a paralog, BIT61, that arose from the whole genome duplication
YBR271W	EFM2	2	744852	746111	W	Verified	ORF	S-adenosylmethionine-dependent methyltransferase	7	0	3	2	0	0	39.8760906426964	S-adenosylmethionine-dependent methyltransferase; seven-beta-strand lysine methyltransferase which dimethylates translation elongation factor EF2 (Eft1p and Eft2p) at lysine 613 and methylates EF3 (Yef3p) at lysine 187; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; involved in regulation of translational termination; predicted involvement in ribosome biogenesis
YBR272C	HSM3	2	746361	747803	C	Verified	ORF		0	1	5	2	0	0	46.6665028491713	Evolutionarily conserved 19S regulatory particle assembly-chaperone; involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); involved in DNA mismatch repair during slow growth; weak similarity to Msh1p; structural study suggests Hsm3p is a scaffold protein for Rpt1p-Rpt2p complex formation; ortholog of human 19S subunit S5b
YBR273C	UBX7	2	748061	749371	C	Verified	ORF	CUI3	0	3	1	5	0	0	5.84160844462718	UBX (ubiquitin regulatory X) domain-containing protein; interacts with Cdc48p; UBX7 has a paralog, UBX6, that arose from the whole genome duplication
YBR274W	CHK1	2	749594	751177	W	Verified	ORF	serine/threonine protein kinase CHK1	2	0	7	1	0	0	36.3495174713774	Serine/threonine kinase and DNA damage checkpoint effector; mediates cell cycle arrest via phosphorylation of Pds1p; phosphorylated by checkpoint signal transducer Mec1p; homolog of S. pombe and mammalian Chk1 checkpoint kinase
YBR275C	RIF1	2	751356	757106	C	Verified	ORF	DNA-binding protein RIF1	0	5	33	23	0	0	100.821518379302	Protein that binds to the Rap1p C-terminus; acts synergistically with Rif2p to help control telomere length and establish telomeric silencing; involved in control of DNA replication; contributes to resection of DNA double strand breaks (DSBs); deletion results in telomere elongation
ARS225		2	757437	757667			ARS	ARSII-757								Autonomously Replicating Sequence; replication origin of very weak function
YBR276C	PPS1	2	757620	760043	C	Verified	ORF	tyrosine/serine/threonine protein phosphatase PPS1	0	4	0	4	0	0	0	Protein phosphatase; has specificity for serine, threonine, and tyrosine residues; has a role in the DNA synthesis phase of the cell cycle
YBR277C		2	760215	760616	C	Dubious	ORF		0	0	0	2	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YBR278W
YBR278W	DPB3	2	760294	760899	W	Verified	ORF	DNA polymerase epsilon noncatalytic subunit	0	0	0	2	0	0	0	Third-largest subunit of DNA polymerase II (DNA polymerase epsilon); required to maintain fidelity of chromosomal replication and also for inheritance of telomeric silencing; stabilizes the interaction of Pol epsilon with primer-template DNA, positively affecting the processivity of the polymerase and exonuclease activities of Pol epsilon; mRNA abundance peaks at the G1/S boundary of the cell cycle; DPB3 has a paralog, DLS1, that arose from the whole genome duplication
YBR279W	PAF1	2	761257	762594	W	Verified	ORF		0	0	1	0	0	0	0	Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes, including cell cycle-regulated genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; homolog of human PD2/hPAF1
YBR280C	SAF1	2	762784	764697	C	Verified	ORF	SCF ubiquitin ligase complex subunit SAF1	0	0	1	2	0	0	0	F-Box protein involved in proteasome-dependent degradation of Aah1p; involved in proteasome-dependent degradation of Aah1p during entry of cells into quiescence; interacts with Skp1
YBR281C	DUG2	2	764970	767606	C	Verified	ORF	glutamine amidotransferase subunit DUG2	0	2	0	0	0	0	43.3055135560129	Component of glutamine amidotransferase (GATase II); forms a complex with Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p)
YBR282W	MRPL27	2	768240	768680	W	Verified	ORF	mitochondrial 54S ribosomal protein YmL27|YmL27	9	0	2	0	0	0	0	Mitochondrial ribosomal protein of the large subunit; homolog of human Bcl-2 interacting protein BMRP
YBR283C	SSH1	2	768943	770415	C	Verified	ORF		0	0	6	0	0	0	46.0090954412206	Subunit of the Ssh1 translocon complex; Sec61p homolog involved in co-translational pathway of protein translocation; not essential
YBR284W		2	771239	773632	W	Uncharacterized	ORF	metallo-dependent hydrolase superfamily protein	1	0	7	4	0	0	3.5905169545968	Putative metallo-dependent hydrolase superfamily protein; similar to AMP deaminases but lacks key catalytic residues and does not rescue purine nucleotide metabolic defect of quadruple aah1 ade8 amd1 his1 mutant; null mutant exhibits longer telomeres, altered Ty mobility, decreased resistance to rapamycin and wortmannin; induced in response to hydrostatic pressure; not an essential gene; YBR284W has a paralog, YJL070C, that arose from the whole genome duplication
YBR285W		2	773922	774356	W	Uncharacterized	ORF		4	0	0	0	0	0	0	Putative protein of unknown function; YBR285W is not an essential gene
YBR286W	APE3	2	774700	776313	W	Verified	ORF	APY1	2	0	1	1	0	0	5.30832578376611	Vacuolar aminopeptidase Y; processed to mature form by Prb1p
YBR287W		2	776571	777854	W	Uncharacterized	ORF	ZSP1	0	0	0	1	0	0	0	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER; YBR287W is not an essential gene
YBR288C	APM3	2	778012	779463	C	Verified	ORF	YKS6	0	0	1	1	0	0	13.567152660623	Mu3-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway
YBR289W	SNF5	2	779667	782384	W	Verified	ORF	TYE4|SWI10|HAF4	0	0	2	1	0	2	0	Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p; relocates to the cytosol under hypoxic conditions
YBR290W	BSD2	2	782591	783556	W	Verified	ORF		0	0	0	1	0	0	0	Heavy metal ion homeostasis protein; facilitates trafficking of Smf1p and Smf2p metal transporters to vacuole where they are degraded; acts as an adaptor protein with Rsp5p in the regulated endocytosis of Smf1p and is itself ubiquitylated by Rsp5p; controls metal ion transport, prevents metal hyperaccumulation, functions in copper detoxification
YBR291C	CTP1	2	783673	784572	C	Verified	ORF		0	0	1	1	0	0	73.7294985693509	Mitochondrial inner membrane citrate transporter; member of the mitochondrial carrier family
YBR292C		2	784702	785073	C	Dubious	ORF		0	3	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YBR292C is not an essential gene
YBR293W	VBA2	2	787006	788430	W	Verified	ORF		0	0	0	3	0	0	0	Permease of basic amino acids in the vacuolar membrane
YBR294W	SUL1	2	789235	791814	W	Verified	ORF	sulfate permease|SFP2	1	0	2	2	0	0	0	High affinity sulfate permease of the SulP anion transporter family; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p, which control the concentration of endogenous activated sulfate intermediates
ARS228		2	792218	792310			ARS	ARSII-792								Autonomously Replicating Sequence
YBR295W	PCA1	2	792849	796499	W	Verified	ORF	cation-transporting P-type ATPase PCA1|PAY2|CAD2	0	0	0	1	0	0	0	Cadmium transporting P-type ATPase; may also have a role in copper and iron homeostasis; stabilized by Cd binding, which prevents ubiquitination; S288C and other lab strains contain a G970R mutation which eliminates Cd transport function
YBR296C	PHO89	2	796798	798522	C	Verified	ORF	ITN1	0	1	0	0	0	0	0	Plasma membrane Na+/Pi cotransporter; active in early growth phase; similar to phosphate transporters of Neurospora crassa; transcription regulated by inorganic phosphate concentrations and Pho4p; mutations in related human transporter genes hPit1 and hPit2 are associated with hyperphosphatemia-induced calcification of vascular tissue and familial idiopathic basal ganglia calcification
YBR296C-A		2	800123	800242	C	Uncharacterized	ORF		0	2	0	0	0	0	0	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YBR297W	MAL33	2	800523	801929	W	Verified	ORF	transcription factor MAL33|MALR|MAL3R	1	0	1	4	0	0	0	MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C
YBR298C	MAL31	2	802631	804475	C	Verified	ORF	maltose permease|MALT|MAL3T	0	1	0	1	0	0	0	Maltose permease; high-affinity maltose transporter (alpha-glucoside transporter); encoded in the MAL3 complex locus; member of the 12 transmembrane domain superfamily of sugar transporters; functional in genomic reference strain S288C
YBR298C-A		2	805035	805256	C	Uncharacterized	ORF		0	0	0	1	0	0	0	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YBR299W	MAL32	2	805351	807105	W	Verified	ORF	alpha-glucosidase MAL32|MALS|MAL3S	2	0	0	0	0	0	0	Maltase (alpha-D-glucosidase); inducible protein involved in maltose catabolism; encoded in the MAL3 complex locus; functional in genomic reference strain S288C; hydrolyzes the disaccharides maltose, turanose, maltotriose, and sucrose
YBR300C		2	808600	809097	C	Dubious	ORF		0	1	0	1	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YBR301W; YBR300C is not an essential gene
YBR301W	PAU24	2	809057	809419	W	Verified	ORF	seripauperin PAU24|DAN3	1	0	3	1	0	0	0	Cell wall mannoprotein; has similarity to Tir1p, Tir2p, Tir3p, and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions, completely repressed during aerobic growth
YBR302C	COS2	2	810340	811479	C	Verified	ORF		0	0	0	6	0	0	0	Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins
TEL02R		2	812379	813184	W		telomere									Telomeric region on the right arm of Chromosome II; composed of an X element core sequence, X element combinatorial repeats, and a short terminal stretch of telomeric repeats
MAL3	MAL3	2					gene_group									Multigene complex, polymeric locus for maltose fermentation; encodes the MAL33 trans-acting MAL-activator, MAL31 maltose permease, and MAL32 maltase
SUC3	SUC3	2					not in systematic sequence of S288C									Invertase; sucrose hydrolyzing enzyme; seven closely related but non-identical invertase genes have been described in yeast (SUC1-5, 7, 8) but only SUC2 is in the reference strain (S288C)
MEL1	MEL1	2					not in systematic sequence of S288C									Secreted alpha-galactosidase; required for catabolic conversion of melibiose to glucose and galactose; regulated by several GAL genes
TEL03L		3	1	1098	C		telomere									Telomeric region on the left arm of Chromosome III; composed of an X element core sequence, X element combinatorial repeats, and a terminal stretch of telomeric repeats
ARS300	ARS300	3	989	1068			ARS									Autonomously Replicating Sequence
YCLWomega1		3	1179	1429	W		long_terminal_repeat									Ty5 LTR
YCLWTy5-1		3	1179	4322	W		LTR_retrotransposon	Ty5								Ty5 element, LTR retrotransposon of the Copia (Pseudoviridae) group; this is the only near-full length Ty5 retrotransposon in S288C and it is non-functional
YCL076W		3	1392	2135	W	Dubious	ORF		5	0	0	1	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
